id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
38695,48,female,0,free,moderate,moderate,8766,47,business
38696,46,female,1,own,nan,rich,13651,52,repairs
38697,58,male,2,own,little,moderate,15101,8,business
38698,37,male,1,free,nan,little,15540,20,domestic appliances
38699,20,female,2,free,little,nan,5217,18,furniture/equipment
38700,40,female,0,own,little,moderate,7903,8,furniture/equipment
38701,57,female,0,free,rich,nan,17630,46,repairs
38702,38,male,1,own,nan,nan,15164,10,furniture/equipment
38703,30,female,0,own,moderate,nan,1334,40,repairs
38704,25,male,0,own,moderate,nan,15887,37,education
38705,22,male,3,free,nan,little,2766,8,education
38706,42,female,3,rent,quite rich,moderate,8771,10,domestic appliances
38707,56,male,3,free,little,moderate,8372,9,domestic appliances
38708,54,male,2,own,rich,nan,8081,56,business
38709,58,female,3,free,quite rich,rich,15860,41,furniture/equipment
38710,22,male,1,rent,rich,nan,5543,49,education
38711,25,male,3,rent,quite rich,rich,9299,30,education
38712,61,male,2,own,rich,rich,3365,25,education
38713,21,male,3,free,nan,nan,14052,26,domestic appliances
38714,58,male,1,rent,moderate,rich,15501,16,furniture/equipment
38715,71,male,3,own,moderate,rich,13824,48,radio/TV
38716,39,male,3,rent,rich,nan,3035,19,furniture/equipment
38717,31,female,0,rent,little,nan,4147,20,domestic appliances
38718,36,female,3,own,quite rich,rich,3555,32,repairs
38719,30,male,3,free,rich,little,2862,36,education
38720,52,male,0,own,quite rich,rich,15594,10,business
38721,21,female,3,free,quite rich,rich,13770,10,education
38722,50,male,1,own,rich,nan,18336,56,furniture/equipment
38723,39,male,1,own,little,little,12555,58,car
38724,18,male,3,own,little,little,7773,30,education
38725,28,male,1,free,moderate,little,18906,15,business
38726,33,female,0,free,little,moderate,16720,44,furniture/equipment
38727,21,female,3,rent,little,little,13123,52,radio/TV
38728,46,male,3,own,little,little,8863,48,domestic appliances
38729,56,female,2,rent,moderate,little,3793,37,car
38730,61,male,0,own,nan,little,14480,45,furniture/equipment
38731,55,female,0,rent,rich,little,17182,34,education
38732,41,male,3,free,rich,moderate,1854,25,car
38733,69,female,3,free,nan,nan,17818,57,car
38734,26,male,0,own,rich,little,9211,58,repairs
38735,25,male,1,free,little,rich,3449,21,car
38736,31,female,0,rent,little,nan,8947,27,business
38737,32,female,2,free,rich,little,1165,33,domestic appliances
38738,70,male,1,free,rich,rich,6034,22,business
38739,39,female,0,rent,little,rich,13710,22,furniture/equipment
38740,54,female,3,free,nan,moderate,17988,14,radio/TV
38741,32,male,0,rent,nan,moderate,634,31,radio/TV
38742,23,female,3,free,nan,rich,4888,35,furniture/equipment
38743,18,male,0,own,rich,rich,10908,27,business
38744,37,female,3,free,quite rich,moderate,6075,6,radio/TV
38745,58,male,0,own,rich,rich,16676,58,furniture/equipment
38746,53,male,1,free,rich,little,10167,7,repairs
38747,19,female,3,rent,moderate,moderate,8504,23,radio/TV
38748,23,male,1,rent,moderate,little,19818,6,education
38749,19,male,1,free,little,rich,14134,11,repairs
38750,20,female,1,own,nan,nan,4097,22,car
38751,24,male,1,rent,rich,rich,19622,59,business
38752,37,female,0,own,nan,rich,17517,10,repairs
38753,66,female,1,rent,little,little,9076,52,education
38754,58,male,3,rent,moderate,rich,11218,16,car
38755,71,female,3,rent,little,rich,13011,18,radio/TV
38756,58,female,0,rent,quite rich,little,4686,23,business
38757,68,male,2,free,quite rich,moderate,2624,50,furniture/equipment
38758,22,female,2,own,nan,moderate,2206,56,furniture/equipment
38759,42,male,3,rent,nan,nan,15437,12,radio/TV
38760,55,female,0,own,quite rich,rich,13545,11,business
38761,35,male,0,rent,quite rich,rich,7397,6,furniture/equipment
38762,18,female,1,free,nan,little,5790,53,furniture/equipment
38763,42,male,1,free,quite rich,moderate,19664,51,business
38764,34,male,3,rent,little,nan,7822,29,furniture/equipment
38765,63,female,2,own,nan,nan,2731,40,car
38766,32,male,2,free,nan,rich,8067,57,repairs
38767,22,male,0,own,quite rich,little,1850,20,education
38768,34,male,2,rent,quite rich,nan,8493,57,repairs
38769,38,female,0,own,moderate,little,15764,7,radio/TV
38770,70,male,0,own,moderate,little,17988,29,car
38771,72,female,2,own,little,little,5837,27,repairs
38772,40,female,0,free,rich,little,3692,15,repairs
38773,60,female,0,free,quite rich,moderate,1308,35,furniture/equipment
38774,27,male,0,rent,moderate,little,10781,43,repairs
38775,34,female,3,own,rich,little,4458,59,repairs
38776,74,male,0,own,little,little,4646,10,repairs
38777,18,female,3,own,quite rich,nan,13069,44,furniture/equipment
38778,54,female,1,own,nan,moderate,10144,43,domestic appliances
38779,65,female,2,rent,quite rich,little,6713,33,furniture/equipment
38780,24,male,2,rent,nan,nan,564,30,domestic appliances
38781,29,female,0,free,moderate,moderate,12630,52,radio/TV
38782,57,male,2,free,quite rich,nan,13630,54,car
38783,67,male,2,own,nan,nan,15753,7,repairs
38784,18,female,1,free,rich,rich,15704,22,education
38785,37,female,1,own,quite rich,rich,4523,41,car
38786,61,female,3,rent,quite rich,moderate,2084,35,car
38787,48,male,1,own,nan,rich,4084,28,business
38788,21,male,1,free,nan,rich,1725,40,business
38789,43,male,1,own,rich,little,8878,17,furniture/equipment
38790,29,female,0,rent,rich,rich,3189,31,radio/TV
38791,39,male,3,own,nan,rich,10863,18,furniture/equipment
38792,18,male,2,own,little,rich,16187,15,furniture/equipment
38793,18,male,1,free,rich,rich,18102,21,business
38794,20,male,3,free,quite rich,moderate,4010,27,car
38795,70,female,3,rent,rich,nan,12842,17,radio/TV
38796,29,female,1,free,rich,nan,12080,27,domestic appliances
38797,71,female,2,rent,moderate,moderate,340,58,furniture/equipment
38798,38,male,0,rent,nan,little,5820,58,repairs
38799,30,male,3,own,moderate,nan,7799,43,repairs
38800,30,female,2,rent,quite rich,rich,14049,42,repairs
38801,70,female,1,own,nan,moderate,14635,52,car
38802,58,male,3,rent,nan,little,14238,33,car
38803,35,male,0,own,quite rich,rich,7617,14,education
38804,50,male,3,rent,nan,moderate,17596,25,radio/TV
38805,23,female,3,free,little,little,13293,16,repairs
38806,42,male,3,own,nan,nan,13308,15,business
38807,40,male,0,free,quite rich,rich,16634,18,education
38808,41,female,0,free,little,nan,7149,58,business
38809,54,male,2,free,rich,little,6985,26,domestic appliances
38810,43,male,2,free,nan,rich,11373,34,domestic appliances
38811,21,female,3,rent,moderate,little,9164,29,car
38812,55,male,2,own,quite rich,nan,16785,9,education
38813,52,male,1,own,quite rich,moderate,11090,7,education
38814,66,male,0,own,nan,moderate,4305,19,business
38815,28,female,1,free,little,little,6229,55,repairs
38816,53,female,0,own,nan,moderate,17217,46,education
38817,42,male,0,rent,moderate,rich,2880,55,education
38818,37,male,0,own,nan,little,13065,16,car
38819,18,male,0,own,rich,nan,19500,52,education
38820,47,female,0,rent,moderate,rich,14065,10,repairs
38821,21,male,0,free,nan,nan,4279,46,business
38822,40,female,3,rent,moderate,nan,9723,41,radio/TV
38823,52,male,0,own,rich,little,1206,44,radio/TV
38824,59,female,2,own,moderate,rich,14858,43,repairs
38825,39,female,3,free,nan,rich,3698,58,repairs
38826,48,male,2,own,quite rich,rich,1096,59,radio/TV
38827,18,female,1,rent,moderate,little,9167,11,car
38828,21,male,0,own,little,nan,15053,40,radio/TV
38829,36,female,1,own,quite rich,little,18953,40,car
38830,47,male,2,rent,moderate,little,13483,11,domestic appliances
38831,18,female,3,free,quite rich,nan,1382,26,furniture/equipment
38832,65,female,1,own,rich,little,10739,7,car
38833,36,female,1,rent,quite rich,moderate,10670,42,radio/TV
38834,69,female,0,own,little,rich,2156,53,repairs
38835,38,male,1,free,nan,moderate,3352,59,domestic appliances
38836,39,female,1,rent,moderate,moderate,2632,23,car
38837,67,female,1,own,quite rich,rich,19791,51,car
38838,19,female,2,free,little,moderate,3441,53,car
38839,23,female,0,rent,moderate,rich,8063,30,repairs
38840,38,female,0,own,moderate,little,15085,31,education
38841,50,male,0,free,quite rich,little,15635,28,repairs
38842,36,male,3,free,moderate,rich,17267,33,radio/TV
38843,44,male,0,free,rich,little,18279,28,car
38844,54,female,2,free,nan,rich,7703,27,education
38845,46,male,0,own,moderate,moderate,15996,28,repairs
38846,45,male,1,rent,rich,little,8253,53,domestic appliances
38847,51,female,2,rent,quite rich,nan,4002,25,education
38848,18,male,1,own,quite rich,rich,9192,48,repairs
38849,65,female,2,free,moderate,rich,12994,53,radio/TV
38850,42,male,0,free,quite rich,little,1039,24,repairs
38851,38,male,3,own,rich,little,8414,9,radio/TV
38852,51,male,0,own,rich,little,8042,11,radio/TV
38853,43,male,2,free,little,rich,15998,54,domestic appliances
38854,53,female,0,rent,rich,rich,15497,32,radio/TV
38855,52,male,2,own,quite rich,moderate,2725,30,education
38856,40,female,0,free,little,little,17897,10,furniture/equipment
38857,34,female,2,own,rich,nan,14561,16,radio/TV
38858,64,male,3,own,little,moderate,677,20,car
38859,59,female,0,free,nan,nan,17070,36,domestic appliances
38860,29,female,0,own,quite rich,rich,10616,58,business
38861,61,female,2,own,moderate,nan,16308,53,furniture/equipment
38862,37,female,1,free,nan,rich,14373,55,domestic appliances
38863,56,male,0,rent,moderate,little,7824,54,furniture/equipment
38864,44,female,3,own,rich,nan,11517,42,radio/TV
38865,59,female,2,own,rich,moderate,13029,13,car
38866,54,male,0,own,quite rich,moderate,8625,41,education
38867,37,female,0,own,nan,nan,9032,9,education
38868,69,female,1,own,moderate,nan,14482,50,furniture/equipment
38869,28,female,3,rent,nan,nan,18235,43,radio/TV
38870,45,female,2,free,nan,little,9620,46,radio/TV
38871,19,male,1,free,rich,rich,13275,18,car
38872,41,male,0,rent,quite rich,nan,10734,42,business
38873,33,male,2,free,quite rich,moderate,10051,31,business
38874,29,female,1,rent,nan,rich,2219,8,car
38875,33,male,3,rent,quite rich,moderate,6072,48,radio/TV
38876,53,male,3,free,nan,nan,7423,19,business
38877,19,female,3,own,rich,little,18059,19,repairs
38878,42,female,2,free,moderate,rich,269,8,furniture/equipment
38879,46,female,0,free,quite rich,moderate,5775,31,business
38880,45,female,0,rent,moderate,moderate,3851,36,business
38881,27,female,1,free,moderate,little,16223,18,car
38882,62,male,0,rent,rich,little,4491,33,car
38883,40,female,3,free,little,nan,15317,45,education
38884,49,female,3,rent,little,nan,4382,20,business
38885,48,female,3,rent,quite rich,little,11841,31,car
38886,36,male,2,free,rich,rich,13226,46,education
38887,32,female,0,rent,nan,nan,17819,53,car
38888,72,male,3,own,rich,moderate,11831,41,business
38889,50,male,1,free,little,nan,7207,54,radio/TV
38890,34,female,0,free,nan,rich,19605,49,business
38891,69,male,1,free,little,nan,14743,13,car
38892,53,female,1,rent,rich,nan,4509,26,furniture/equipment
38893,37,male,3,own,nan,nan,1462,8,car
38894,26,female,3,own,quite rich,moderate,18631,32,domestic appliances
38895,55,female,3,own,rich,rich,6160,18,repairs
38896,20,female,1,free,rich,rich,17866,54,furniture/equipment
38897,71,male,1,rent,little,rich,5662,44,business
38898,19,male,3,own,little,nan,6697,14,furniture/equipment
38899,35,male,2,free,moderate,rich,6492,38,education
38900,40,male,1,free,moderate,rich,11256,31,education
38901,36,female,3,own,rich,moderate,17138,7,business
38902,24,male,3,free,rich,nan,19831,13,business
38903,52,male,2,own,moderate,nan,19011,46,education
38904,67,male,3,rent,nan,moderate,8301,10,domestic appliances
38905,37,male,3,free,moderate,nan,459,23,furniture/equipment
38906,37,male,2,free,nan,nan,1714,46,furniture/equipment
38907,36,male,2,rent,quite rich,moderate,15141,59,car
38908,58,male,0,rent,little,little,8235,53,radio/TV
38909,33,male,1,rent,moderate,little,16812,11,radio/TV
38910,55,male,1,own,quite rich,little,6204,48,repairs
38911,38,female,0,rent,little,rich,2370,9,domestic appliances
38912,46,female,1,own,nan,nan,5194,53,radio/TV
38913,61,female,0,free,rich,moderate,13430,31,domestic appliances
38914,55,male,1,own,nan,nan,8497,31,radio/TV
38915,62,female,3,rent,rich,little,12801,27,repairs
38916,41,female,2,rent,moderate,nan,5084,56,furniture/equipment
38917,54,female,2,rent,moderate,nan,13033,11,business
38918,46,female,2,free,little,nan,11391,50,furniture/equipment
38919,48,female,1,free,nan,moderate,14827,18,business
38920,62,female,3,rent,moderate,moderate,8586,34,domestic appliances
38921,69,female,2,rent,little,little,12153,16,education
38922,56,male,0,own,nan,little,17495,59,domestic appliances
38923,29,male,1,free,rich,nan,4141,36,domestic appliances
38924,47,male,1,free,little,moderate,19094,31,domestic appliances
38925,70,female,3,rent,rich,moderate,12782,55,domestic appliances
38926,21,male,1,own,moderate,little,6187,25,car
38927,47,male,2,rent,quite rich,rich,15940,43,education
38928,22,female,2,free,quite rich,nan,18500,6,education
38929,33,female,0,rent,nan,nan,6898,49,business
38930,44,female,0,free,quite rich,moderate,4288,46,business
38931,21,female,1,free,rich,nan,16596,23,domestic appliances
38932,25,male,0,own,rich,little,17819,59,furniture/equipment
38933,65,male,1,own,nan,moderate,352,44,business
38934,25,female,2,own,nan,little,5171,34,domestic appliances
38935,34,female,3,rent,nan,nan,4788,23,education
38936,63,female,2,own,moderate,little,6818,51,domestic appliances
38937,61,male,1,rent,rich,nan,16618,14,education
38938,20,female,2,free,nan,little,16307,47,education
38939,44,male,2,rent,nan,rich,7808,54,radio/TV
38940,69,female,3,own,moderate,moderate,12214,52,radio/TV
38941,51,male,2,own,moderate,little,1249,51,radio/TV
38942,62,male,1,rent,nan,nan,4385,35,repairs
38943,38,female,0,own,moderate,little,2762,33,business
38944,60,female,3,own,nan,nan,17771,31,business
38945,41,female,1,free,moderate,little,1054,23,furniture/equipment
38946,61,male,1,own,nan,little,2236,39,car
38947,67,male,2,own,little,moderate,2581,26,education
38948,58,female,3,own,moderate,rich,10592,6,domestic appliances
38949,46,female,3,rent,little,little,3645,19,repairs
38950,56,male,2,rent,rich,little,4822,37,car
38951,23,female,0,own,moderate,little,989,13,car
38952,73,female,3,own,nan,little,7651,24,car
38953,31,male,1,free,quite rich,moderate,19212,21,domestic appliances
38954,67,male,0,free,quite rich,moderate,7696,13,business
38955,31,male,3,own,little,nan,3826,51,car
38956,54,male,0,own,little,little,8621,36,furniture/equipment
38957,69,male,1,own,moderate,moderate,8392,22,furniture/equipment
38958,41,female,0,free,rich,moderate,16669,54,domestic appliances
38959,30,male,3,rent,nan,nan,257,31,repairs
38960,18,male,3,rent,rich,rich,4731,42,repairs
38961,29,female,1,free,moderate,rich,8131,16,business
38962,68,female,1,free,little,little,14569,58,repairs
38963,59,male,0,rent,nan,nan,3456,25,radio/TV
38964,41,male,0,rent,rich,little,16016,42,furniture/equipment
38965,54,male,1,free,little,rich,13456,55,business
38966,37,male,3,own,little,little,4814,7,furniture/equipment
38967,23,female,2,free,nan,moderate,12289,32,education
38968,29,female,2,own,little,nan,18097,20,radio/TV
38969,38,male,3,rent,rich,little,16901,49,business
38970,20,female,3,rent,quite rich,little,16503,30,education
38971,44,female,1,rent,quite rich,rich,9405,34,business
38972,63,male,2,own,rich,little,14157,18,business
38973,70,female,3,own,little,nan,7877,50,domestic appliances
38974,53,male,3,free,moderate,rich,8836,39,radio/TV
38975,34,female,3,own,little,rich,14241,8,car
38976,66,male,0,rent,little,nan,16623,24,car
38977,63,male,3,rent,nan,rich,6731,25,radio/TV
38978,32,male,0,own,moderate,little,11607,26,domestic appliances
38979,56,female,2,rent,little,rich,4391,19,repairs
38980,21,female,3,free,moderate,nan,4625,50,repairs
38981,34,female,3,free,moderate,nan,15635,34,furniture/equipment
38982,55,male,2,free,little,nan,18190,55,domestic appliances
38983,28,female,1,own,nan,rich,14370,20,radio/TV
38984,29,female,3,own,little,moderate,8007,59,repairs
38985,64,male,3,rent,quite rich,nan,1093,42,repairs
38986,49,male,0,rent,moderate,moderate,11137,21,education
38987,44,male,2,free,nan,moderate,1846,49,furniture/equipment
38988,61,female,3,rent,quite rich,little,354,35,furniture/equipment
38989,60,male,2,rent,quite rich,rich,7772,36,business
38990,44,male,2,free,moderate,nan,16608,36,furniture/equipment
38991,66,female,3,free,quite rich,nan,2298,49,business
38992,57,female,2,free,nan,rich,10832,8,repairs
38993,61,female,3,rent,quite rich,little,7915,7,car
38994,46,male,0,own,rich,nan,3408,20,business
38995,26,male,1,rent,little,nan,5353,34,furniture/equipment
38996,60,female,0,free,little,moderate,5356,7,business
38997,20,male,1,own,little,nan,12916,21,business
38998,56,male,2,free,little,moderate,6977,22,education
38999,46,female,2,own,quite rich,moderate,5064,47,business
39000,38,female,1,free,little,nan,2990,21,car
39001,52,male,2,free,rich,rich,9591,40,education
39002,70,female,0,free,quite rich,little,18833,18,furniture/equipment
39003,65,male,3,own,quite rich,rich,3155,16,business
39004,27,female,1,own,quite rich,rich,8835,52,car
39005,40,female,3,own,nan,rich,10150,56,radio/TV
39006,56,male,3,rent,nan,rich,3194,58,business
39007,42,male,2,rent,moderate,nan,15777,42,car
39008,41,male,2,free,quite rich,moderate,16699,22,education
39009,37,female,2,free,little,moderate,1983,41,business
39010,32,male,3,free,rich,rich,4190,29,domestic appliances
39011,38,female,1,rent,rich,nan,10388,58,domestic appliances
39012,70,male,0,rent,quite rich,little,2237,43,domestic appliances
39013,59,male,0,rent,nan,rich,3103,6,car
39014,29,male,2,rent,nan,rich,6354,56,furniture/equipment
39015,35,male,3,own,quite rich,rich,3514,24,education
39016,40,male,1,own,little,nan,13139,41,education
39017,72,male,1,free,little,little,18897,52,education
39018,58,male,3,rent,nan,rich,13931,48,business
39019,46,male,3,rent,quite rich,little,16050,37,repairs
39020,58,female,1,free,moderate,nan,14653,16,education
39021,53,female,2,free,quite rich,little,9030,13,radio/TV
39022,22,female,3,own,quite rich,nan,6508,9,furniture/equipment
39023,56,male,0,own,nan,little,7105,6,domestic appliances
39024,43,female,3,free,moderate,nan,3293,25,education
39025,56,female,1,free,moderate,rich,17116,56,education
39026,28,male,0,own,moderate,little,19205,31,repairs
39027,59,male,1,free,little,rich,3146,29,business
39028,28,female,1,free,quite rich,nan,17042,32,car
39029,73,female,0,own,nan,little,9801,44,business
39030,73,female,3,own,rich,moderate,1648,24,education
39031,35,female,1,own,little,nan,1147,51,business
39032,29,male,0,free,nan,nan,1875,16,business
39033,74,male,1,own,nan,rich,13716,11,car
39034,33,female,0,own,quite rich,moderate,5635,56,business
39035,44,female,2,own,moderate,little,10907,33,business
39036,53,female,1,free,rich,rich,19103,26,education
39037,34,female,1,own,nan,moderate,6676,48,car
39038,66,male,0,free,little,nan,7161,30,education
39039,38,male,0,own,little,nan,3254,8,domestic appliances
39040,72,female,0,free,quite rich,nan,15398,13,business
39041,54,male,0,rent,moderate,little,14518,29,business
39042,48,female,3,rent,nan,moderate,19039,44,radio/TV
39043,62,female,3,free,nan,little,15228,58,business
39044,52,female,3,rent,moderate,nan,4266,18,car
39045,44,male,2,free,rich,little,9482,8,radio/TV
39046,40,male,1,own,nan,rich,5036,33,repairs
39047,49,female,3,rent,quite rich,nan,18122,37,business
39048,34,female,3,rent,little,little,10791,20,education
39049,28,male,1,rent,moderate,little,3356,48,car
39050,18,male,3,free,moderate,nan,11026,48,domestic appliances
39051,45,female,1,own,moderate,nan,12322,17,business
39052,35,female,2,free,nan,little,12357,13,radio/TV
39053,66,female,0,free,rich,rich,14566,48,repairs
39054,58,female,2,free,rich,nan,19465,27,business
39055,37,male,1,rent,moderate,moderate,13120,25,education
39056,24,male,1,free,little,rich,10492,23,repairs
39057,54,male,3,free,nan,nan,213,40,furniture/equipment
39058,33,male,3,own,nan,moderate,12084,58,business
39059,56,male,0,own,quite rich,rich,16801,19,repairs
39060,62,male,0,free,moderate,little,13469,52,repairs
39061,62,female,3,rent,quite rich,nan,7176,55,domestic appliances
39062,64,male,3,rent,nan,nan,6396,16,domestic appliances
39063,40,female,2,free,nan,little,320,39,domestic appliances
39064,49,male,1,free,moderate,nan,11169,34,radio/TV
39065,66,male,2,rent,nan,little,14452,38,business
39066,34,male,1,own,quite rich,moderate,900,24,car
39067,36,male,0,own,rich,nan,10778,50,business
39068,59,female,0,free,rich,moderate,8799,52,business
39069,51,female,1,own,little,nan,14084,56,education
39070,31,female,0,rent,moderate,little,9093,50,furniture/equipment
39071,72,male,1,own,nan,little,5130,42,education
39072,20,male,3,free,nan,little,9763,13,radio/TV
39073,56,male,3,own,quite rich,little,13846,51,domestic appliances
39074,42,female,0,own,little,little,8271,48,business
39075,28,female,0,own,little,nan,11118,45,car
39076,66,male,2,rent,quite rich,nan,19665,53,business
39077,32,male,0,own,moderate,little,9413,15,car
39078,36,female,1,own,quite rich,nan,18083,36,domestic appliances
39079,60,male,1,rent,nan,little,1721,37,radio/TV
39080,32,female,1,own,nan,moderate,17714,23,education
39081,32,male,2,free,rich,rich,19349,44,furniture/equipment
39082,55,female,3,own,little,moderate,10784,39,furniture/equipment
39083,32,female,1,own,rich,nan,3061,21,car
39084,26,female,2,free,moderate,moderate,14348,18,business
39085,22,female,2,free,moderate,little,13185,59,education
39086,36,female,0,own,little,nan,17687,53,furniture/equipment
39087,41,male,0,rent,little,nan,12718,40,domestic appliances
39088,46,male,3,free,little,rich,13434,36,domestic appliances
39089,22,female,2,free,moderate,moderate,17568,56,car
39090,39,female,1,own,moderate,moderate,14247,50,business
39091,30,male,2,rent,rich,rich,19900,29,radio/TV
39092,67,female,0,free,rich,rich,19550,58,business
39093,69,female,2,rent,rich,nan,14041,33,furniture/equipment
39094,66,female,1,free,rich,nan,1727,50,car
39095,64,female,2,free,rich,nan,15827,15,repairs
39096,63,male,3,own,rich,moderate,7930,33,radio/TV
39097,46,male,3,own,moderate,little,10908,43,car
39098,33,male,3,rent,quite rich,rich,10840,7,car
39099,53,male,0,own,rich,moderate,8851,24,domestic appliances
39100,34,female,3,free,moderate,moderate,18721,54,domestic appliances
39101,37,male,2,own,moderate,little,6105,32,business
39102,31,male,1,own,rich,rich,12107,41,education
39103,67,male,3,rent,moderate,nan,5471,48,car
39104,23,female,1,rent,nan,moderate,14642,9,business
39105,39,female,0,own,little,nan,2375,35,repairs
39106,57,male,0,rent,moderate,little,499,48,business
39107,26,male,0,free,rich,rich,7847,13,radio/TV
39108,49,female,0,rent,nan,moderate,12602,34,domestic appliances
39109,41,female,3,free,quite rich,rich,1148,52,domestic appliances
39110,50,male,2,own,nan,nan,1295,11,education
39111,30,male,0,own,quite rich,moderate,11478,45,repairs
39112,52,male,1,rent,moderate,rich,12569,17,car
39113,23,female,0,free,little,rich,2393,40,furniture/equipment
39114,66,male,3,own,moderate,little,16961,44,repairs
39115,57,male,2,own,moderate,little,5636,52,business
39116,47,male,2,free,little,nan,15556,49,repairs
39117,55,male,3,own,moderate,moderate,6012,47,repairs
39118,33,male,2,own,nan,little,6695,21,repairs
39119,18,female,3,free,nan,nan,18798,35,business
39120,59,female,3,own,moderate,nan,5954,22,repairs
39121,35,female,2,rent,nan,rich,8790,20,furniture/equipment
39122,39,female,3,own,nan,moderate,8701,27,furniture/equipment
39123,43,female,1,rent,rich,little,3562,50,furniture/equipment
39124,31,female,3,free,little,moderate,15154,46,radio/TV
39125,73,female,0,free,nan,rich,17912,21,business
39126,54,female,0,free,quite rich,moderate,4065,45,car
39127,66,female,0,rent,rich,little,8558,51,radio/TV
39128,31,male,0,own,quite rich,nan,18075,40,education
39129,43,male,3,free,nan,little,19622,7,repairs
39130,67,female,3,rent,quite rich,little,10040,45,domestic appliances
39131,53,female,3,rent,moderate,little,15411,20,domestic appliances
39132,69,male,0,rent,moderate,nan,12598,16,education
39133,40,male,0,own,little,rich,19917,18,furniture/equipment
39134,19,male,0,free,quite rich,little,7693,18,education
39135,56,female,2,rent,rich,moderate,5998,23,radio/TV
39136,24,male,2,own,little,nan,15508,24,repairs
39137,56,female,1,rent,little,rich,8127,34,furniture/equipment
39138,62,female,3,own,rich,moderate,13518,57,car
39139,68,male,2,rent,nan,moderate,11768,38,business
39140,39,female,3,rent,rich,little,19534,45,furniture/equipment
39141,45,male,3,rent,nan,little,3576,58,radio/TV
39142,55,male,1,free,quite rich,moderate,11209,39,business
39143,37,male,0,own,little,nan,14005,49,car
39144,66,male,3,own,nan,nan,12667,32,repairs
39145,74,male,0,own,nan,moderate,554,18,furniture/equipment
39146,35,male,3,own,moderate,moderate,15304,57,radio/TV
39147,74,male,2,own,rich,moderate,3200,43,business
39148,41,male,2,free,rich,moderate,7045,43,education
39149,50,female,0,rent,quite rich,nan,2450,14,furniture/equipment
39150,72,male,0,free,rich,moderate,3417,49,education
39151,62,female,2,rent,little,little,465,14,domestic appliances
39152,43,male,0,own,quite rich,little,11084,26,furniture/equipment
39153,36,female,2,rent,little,rich,6591,43,furniture/equipment
39154,65,male,0,rent,quite rich,rich,17710,43,radio/TV
39155,59,female,3,rent,quite rich,nan,9776,44,repairs
39156,30,female,2,rent,moderate,nan,2377,18,business
39157,27,female,3,rent,little,little,13832,51,education
39158,31,female,2,free,moderate,little,19585,8,radio/TV
39159,26,male,0,own,little,nan,16771,17,domestic appliances
39160,70,female,0,free,little,nan,8965,10,radio/TV
39161,28,female,3,own,moderate,rich,807,13,business
39162,20,male,3,rent,little,little,8089,9,radio/TV
39163,57,female,2,own,moderate,little,8754,33,car
39164,29,male,1,rent,nan,rich,4249,55,domestic appliances
39165,52,male,1,rent,moderate,rich,1038,38,business
39166,56,female,1,rent,quite rich,rich,7317,27,car
39167,63,male,1,free,little,nan,10581,16,repairs
39168,56,male,0,rent,quite rich,nan,14084,25,domestic appliances
39169,49,male,3,free,quite rich,nan,17698,37,radio/TV
39170,56,female,1,free,little,little,1365,40,car
39171,31,female,1,rent,little,little,13374,20,domestic appliances
39172,61,female,3,free,little,moderate,3441,42,business
39173,18,female,2,free,little,little,19444,15,car
39174,44,female,2,free,little,moderate,14886,7,radio/TV
39175,54,male,0,rent,rich,rich,8053,12,furniture/equipment
39176,60,male,2,rent,little,moderate,258,38,domestic appliances
39177,18,female,1,rent,little,nan,11925,44,education
39178,72,female,3,free,nan,moderate,14423,45,furniture/equipment
39179,62,male,1,own,little,little,17175,45,education
39180,46,male,3,free,nan,little,15726,26,education
39181,41,male,0,own,nan,little,9456,26,radio/TV
39182,72,female,0,rent,little,nan,2362,6,business
39183,34,male,1,rent,rich,moderate,16725,49,car
39184,52,female,2,own,rich,rich,14690,9,education
39185,48,female,2,own,nan,nan,7766,17,repairs
39186,59,male,0,free,quite rich,little,11711,6,car
39187,49,male,3,rent,little,little,16224,36,business
39188,36,female,3,own,little,rich,17747,9,business
39189,48,female,0,free,little,little,8207,53,repairs
39190,56,male,0,rent,quite rich,moderate,4578,20,domestic appliances
39191,37,male,1,free,rich,nan,9699,18,domestic appliances
39192,45,female,2,free,little,moderate,18227,34,business
39193,20,male,2,own,moderate,moderate,12026,28,furniture/equipment
39194,49,female,2,free,moderate,rich,12621,40,repairs
39195,39,male,1,own,quite rich,rich,2540,49,repairs
39196,61,male,0,free,moderate,little,3199,30,car
39197,71,female,2,own,little,rich,12290,28,domestic appliances
39198,59,male,1,free,nan,rich,4206,57,radio/TV
39199,70,male,3,free,moderate,nan,4524,32,business
39200,61,female,2,free,rich,little,18938,54,business
39201,32,female,3,own,rich,moderate,14268,50,radio/TV
39202,55,male,1,free,quite rich,nan,16531,7,education
39203,36,female,2,rent,quite rich,little,5232,25,furniture/equipment
39204,48,male,0,own,little,moderate,6622,6,car
39205,43,female,2,free,moderate,nan,4389,30,business
39206,22,female,1,rent,little,little,16421,51,repairs
39207,74,female,3,own,nan,rich,2889,11,furniture/equipment
39208,37,male,2,free,little,nan,16870,45,radio/TV
39209,19,male,1,own,little,rich,14953,22,furniture/equipment
39210,38,male,1,own,nan,rich,4212,39,car
39211,68,female,2,free,quite rich,little,13692,32,repairs
39212,68,female,1,rent,little,little,7823,46,car
39213,53,male,3,own,moderate,little,14811,34,radio/TV
39214,45,male,3,free,moderate,rich,16285,19,repairs
