id,Age,Sex,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Default,Loan Eligibility
45534.0,56.0,female,free,moderate,little,5681.0,14.0,furniture/equipment,0,Yes
45535.0,64.0,male,free,rich,moderate,10223.0,48.0,repairs,1,No
45536.0,67.0,male,free,quite rich,moderate,16420.0,59.0,radio/TV,1,No
45537.0,30.0,male,free,moderate,moderate,12635.0,7.0,domestic appliances,0,Yes
45538.0,61.0,male,own,little,moderate,3804.0,57.0,repairs,1,No
45539.0,51.0,male,rent,quite rich,moderate,1304.0,25.0,business,0,Yes
45540.0,61.0,female,free,moderate,little,3972.0,27.0,business,0,Yes
45541.0,23.0,male,free,little,rich,17137.0,18.0,domestic appliances,1,No
45542.0,73.0,female,rent,rich,moderate,11178.0,36.0,furniture/equipment,0,Yes
45543.0,46.0,male,own,little,moderate,7819.0,37.0,repairs,0,Yes
45544.0,50.0,female,own,quite rich,moderate,1367.0,52.0,business,1,No
45545.0,70.0,male,rent,quite rich,moderate,14446.0,32.0,domestic appliances,1,No
45546.0,18.0,male,rent,little,rich,14112.0,35.0,education,1,No
45547.0,64.0,female,own,quite rich,little,12902.0,33.0,car,0,Yes
45548.0,65.0,female,own,quite rich,little,12406.0,38.0,furniture/equipment,1,No
45549.0,71.0,female,own,moderate,moderate,9239.0,27.0,business,0,Yes
45550.0,24.0,female,own,quite rich,moderate,18255.0,36.0,furniture/equipment,1,No
45551.0,39.0,male,own,rich,moderate,13771.0,15.0,repairs,0,Yes
45552.0,49.0,male,own,little,moderate,10018.0,10.0,education,1,No
45553.0,31.0,female,own,rich,little,8279.0,19.0,radio/TV,1,No
45554.0,74.0,male,free,moderate,little,6212.0,32.0,car,0,Yes
45555.0,68.0,female,own,little,rich,17440.0,42.0,education,0,Yes
45556.0,41.0,male,rent,little,moderate,19332.0,14.0,education,0,Yes
45557.0,36.0,female,own,moderate,rich,14989.0,29.0,furniture/equipment,0,Yes
45558.0,44.0,female,free,moderate,moderate,11161.0,8.0,domestic appliances,0,Yes
45559.0,40.0,male,own,rich,little,7277.0,54.0,furniture/equipment,1,No
45560.0,62.0,male,free,quite rich,moderate,8592.0,47.0,domestic appliances,0,Yes
45561.0,38.0,male,free,rich,rich,14773.0,13.0,business,0,Yes
45562.0,61.0,female,free,little,rich,15822.0,26.0,domestic appliances,1,No
45563.0,46.0,male,free,rich,little,12710.0,26.0,repairs,1,No
45564.0,18.0,male,free,moderate,moderate,6815.0,16.0,furniture/equipment,0,Yes
45565.0,48.0,female,own,moderate,moderate,9537.0,20.0,car,1,No
45566.0,44.0,male,own,little,moderate,440.0,25.0,domestic appliances,0,Yes
45567.0,61.0,female,free,quite rich,rich,18008.0,49.0,business,1,No
45568.0,53.0,male,free,quite rich,moderate,12591.0,9.0,domestic appliances,0,Yes
45569.0,44.0,female,rent,moderate,rich,13770.0,48.0,domestic appliances,1,No
45570.0,32.0,female,free,quite rich,rich,5011.0,41.0,domestic appliances,0,Yes
45571.0,42.0,male,rent,little,moderate,6485.0,29.0,radio/TV,0,Yes
45572.0,65.0,male,own,little,moderate,16539.0,50.0,business,0,Yes
45573.0,32.0,male,rent,moderate,moderate,9767.0,37.0,domestic appliances,0,Yes
45574.0,57.0,female,own,rich,little,19459.0,13.0,repairs,1,No
45575.0,36.0,male,rent,moderate,moderate,3112.0,48.0,car,0,Yes
45576.0,64.0,female,rent,moderate,little,16352.0,31.0,repairs,0,Yes
45577.0,67.0,male,own,moderate,moderate,7394.0,30.0,radio/TV,1,No
45578.0,28.0,female,own,rich,little,3676.0,27.0,business,0,Yes
45579.0,58.0,male,free,rich,rich,4999.0,51.0,radio/TV,0,Yes
45580.0,50.0,male,free,little,moderate,15940.0,28.0,furniture/equipment,1,No
45581.0,58.0,male,free,rich,moderate,2964.0,55.0,furniture/equipment,0,Yes
45582.0,40.0,female,rent,rich,moderate,10039.0,24.0,radio/TV,0,Yes
45583.0,29.0,female,own,quite rich,rich,10205.0,57.0,radio/TV,1,No
45584.0,19.0,female,own,rich,little,804.0,54.0,education,0,Yes
45585.0,60.0,female,rent,quite rich,moderate,7261.0,31.0,domestic appliances,0,Yes
45586.0,38.0,male,rent,moderate,little,3631.0,26.0,car,0,Yes
45587.0,31.0,female,rent,rich,little,5162.0,54.0,repairs,0,Yes
45588.0,51.0,male,free,rich,moderate,14104.0,32.0,furniture/equipment,0,Yes
45589.0,32.0,male,rent,little,little,6546.0,25.0,domestic appliances,1,No
45590.0,38.0,female,own,moderate,moderate,9068.0,57.0,education,0,Yes
45591.0,40.0,male,free,little,little,4891.0,21.0,education,1,No
45592.0,38.0,male,free,moderate,moderate,15742.0,39.0,car,0,Yes
45593.0,67.0,male,rent,little,little,7302.0,7.0,radio/TV,1,No
45594.0,31.0,male,rent,moderate,rich,17652.0,39.0,business,1,No
45595.0,38.0,male,free,moderate,moderate,17620.0,31.0,business,0,Yes
45596.0,29.0,female,free,rich,moderate,5551.0,10.0,radio/TV,0,Yes
45597.0,59.0,female,rent,quite rich,moderate,10727.0,43.0,furniture/equipment,0,Yes
45598.0,63.0,female,free,little,rich,4015.0,40.0,domestic appliances,0,Yes
45599.0,71.0,male,free,moderate,moderate,14395.0,9.0,domestic appliances,0,Yes
45600.0,64.0,male,own,moderate,rich,11197.0,37.0,domestic appliances,0,Yes
45601.0,22.0,female,rent,moderate,moderate,7726.0,8.0,domestic appliances,0,Yes
45602.0,19.0,male,own,moderate,moderate,10941.0,21.0,domestic appliances,0,Yes
45603.0,39.0,female,free,rich,little,3168.0,35.0,furniture/equipment,1,No
45604.0,23.0,male,free,moderate,moderate,1622.0,6.0,furniture/equipment,0,Yes
45605.0,61.0,male,own,quite rich,moderate,4389.0,29.0,education,1,No
45606.0,19.0,female,free,quite rich,moderate,3245.0,48.0,domestic appliances,0,Yes
45607.0,46.0,male,own,moderate,little,4746.0,43.0,radio/TV,1,No
45608.0,53.0,male,free,moderate,moderate,9337.0,24.0,car,0,Yes
45609.0,24.0,female,rent,rich,moderate,15346.0,37.0,furniture/equipment,0,Yes
45610.0,33.0,female,own,little,rich,15376.0,38.0,business,1,No
45611.0,50.0,female,free,moderate,moderate,15271.0,24.0,radio/TV,0,Yes
45612.0,50.0,female,free,rich,moderate,14440.0,31.0,radio/TV,0,Yes
45613.0,31.0,female,free,moderate,rich,13632.0,12.0,domestic appliances,0,Yes
45614.0,60.0,female,free,moderate,moderate,16732.0,22.0,car,0,Yes
45615.0,29.0,male,own,rich,moderate,8790.0,38.0,car,0,Yes
45616.0,60.0,male,own,quite rich,little,6415.0,8.0,repairs,1,No
45617.0,23.0,female,rent,little,moderate,781.0,8.0,car,0,Yes
45618.0,72.0,male,own,rich,moderate,16628.0,17.0,furniture/equipment,0,Yes
45619.0,29.0,male,own,moderate,little,17584.0,19.0,furniture/equipment,1,No
45620.0,70.0,female,rent,rich,rich,7103.0,33.0,furniture/equipment,0,Yes
45621.0,48.0,male,rent,moderate,moderate,12709.0,10.0,car,0,Yes
45622.0,29.0,male,free,little,moderate,10359.0,42.0,repairs,0,Yes
45623.0,27.0,male,rent,quite rich,moderate,19700.0,11.0,car,0,Yes
45624.0,57.0,female,own,moderate,moderate,16453.0,16.0,repairs,0,Yes
45625.0,44.0,male,free,moderate,moderate,7939.0,10.0,business,0,Yes
45626.0,69.0,female,free,moderate,little,8160.0,29.0,domestic appliances,0,Yes
45627.0,68.0,female,own,moderate,rich,5709.0,40.0,repairs,0,Yes
45628.0,24.0,male,own,little,little,12786.0,20.0,furniture/equipment,1,No
45629.0,63.0,male,free,moderate,little,11825.0,8.0,car,1,No
45630.0,53.0,female,free,moderate,little,8885.0,17.0,education,0,Yes
45631.0,50.0,female,own,rich,moderate,16359.0,30.0,domestic appliances,0,Yes
45632.0,44.0,female,free,quite rich,little,11282.0,15.0,furniture/equipment,0,Yes
45633.0,25.0,male,free,quite rich,moderate,2617.0,38.0,business,0,Yes
45634.0,22.0,female,own,moderate,moderate,6455.0,20.0,furniture/equipment,1,No
45635.0,25.0,female,rent,moderate,rich,8966.0,49.0,car,1,No
45636.0,57.0,female,free,moderate,moderate,17831.0,7.0,repairs,0,Yes
45637.0,38.0,female,own,moderate,moderate,18035.0,40.0,furniture/equipment,1,No
45638.0,41.0,female,own,quite rich,moderate,2507.0,16.0,car,1,No
45639.0,24.0,male,own,moderate,moderate,17957.0,52.0,education,0,Yes
45640.0,36.0,male,free,rich,little,7259.0,29.0,business,0,Yes
45641.0,48.0,male,free,moderate,rich,5137.0,23.0,radio/TV,0,Yes
45642.0,53.0,female,rent,little,little,7469.0,10.0,repairs,1,No
45643.0,44.0,female,free,rich,rich,10740.0,39.0,business,0,Yes
45644.0,46.0,male,own,moderate,little,7955.0,49.0,domestic appliances,1,No
45645.0,40.0,male,own,moderate,rich,6635.0,20.0,furniture/equipment,0,Yes
45646.0,37.0,male,own,rich,moderate,16295.0,23.0,radio/TV,0,Yes
45647.0,23.0,female,own,moderate,rich,17947.0,25.0,domestic appliances,1,No
45648.0,29.0,female,rent,moderate,little,10229.0,16.0,education,1,No
45649.0,67.0,male,rent,little,rich,4308.0,40.0,furniture/equipment,0,Yes
45650.0,29.0,male,own,moderate,rich,15534.0,7.0,education,0,Yes
45651.0,67.0,female,own,moderate,rich,6450.0,37.0,domestic appliances,0,Yes
45652.0,20.0,female,free,quite rich,moderate,9046.0,46.0,domestic appliances,0,Yes
45653.0,59.0,female,free,little,moderate,2748.0,39.0,radio/TV,0,Yes
45654.0,56.0,male,own,quite rich,little,14591.0,48.0,domestic appliances,0,Yes
45655.0,52.0,male,free,moderate,moderate,7675.0,33.0,business,0,Yes
45656.0,36.0,female,rent,quite rich,moderate,15793.0,50.0,radio/TV,0,Yes
45657.0,62.0,male,free,quite rich,rich,10467.0,25.0,repairs,0,Yes
45658.0,21.0,male,free,moderate,moderate,7903.0,53.0,business,0,Yes
45659.0,48.0,female,rent,rich,little,14160.0,27.0,education,0,Yes
45660.0,59.0,female,rent,moderate,rich,4492.0,29.0,education,0,Yes
45661.0,55.0,male,own,moderate,little,15954.0,22.0,domestic appliances,0,Yes
45662.0,50.0,female,rent,quite rich,moderate,7026.0,56.0,radio/TV,0,Yes
45663.0,23.0,male,free,moderate,little,807.0,39.0,furniture/equipment,0,Yes
45664.0,25.0,male,free,rich,moderate,5648.0,11.0,business,0,Yes
45665.0,45.0,female,rent,quite rich,moderate,6312.0,54.0,domestic appliances,0,Yes
45666.0,32.0,male,own,little,little,15904.0,46.0,business,0,Yes
45667.0,48.0,male,free,moderate,moderate,6729.0,27.0,domestic appliances,0,Yes
45668.0,25.0,female,free,rich,rich,3936.0,23.0,radio/TV,0,Yes
45669.0,71.0,female,own,quite rich,rich,3223.0,18.0,radio/TV,0,Yes
45670.0,23.0,female,own,little,rich,8914.0,21.0,business,0,Yes
45671.0,46.0,female,own,quite rich,moderate,14775.0,16.0,furniture/equipment,0,Yes
45672.0,68.0,male,own,moderate,moderate,17437.0,25.0,radio/TV,0,Yes
45673.0,63.0,male,rent,moderate,moderate,15926.0,49.0,furniture/equipment,0,Yes
45674.0,51.0,male,rent,moderate,moderate,6697.0,42.0,furniture/equipment,0,Yes
45675.0,24.0,male,rent,moderate,moderate,1586.0,42.0,domestic appliances,0,Yes
45676.0,57.0,male,own,moderate,moderate,7377.0,49.0,furniture/equipment,0,Yes
45677.0,27.0,female,rent,rich,rich,17286.0,9.0,furniture/equipment,0,Yes
45678.0,30.0,female,own,quite rich,little,10435.0,6.0,business,0,Yes
45679.0,39.0,female,free,moderate,rich,19403.0,21.0,radio/TV,1,No
45680.0,38.0,male,own,quite rich,little,924.0,7.0,business,0,Yes
45681.0,69.0,female,own,moderate,rich,6022.0,25.0,radio/TV,0,Yes
45682.0,18.0,male,rent,moderate,little,6253.0,16.0,business,0,Yes
45683.0,58.0,female,free,rich,moderate,12192.0,26.0,radio/TV,0,Yes
45684.0,59.0,female,free,moderate,moderate,15397.0,32.0,furniture/equipment,0,Yes
45685.0,69.0,female,rent,rich,moderate,3452.0,34.0,radio/TV,0,Yes
45686.0,19.0,female,own,quite rich,moderate,19738.0,14.0,radio/TV,0,Yes
45687.0,69.0,female,own,quite rich,moderate,10007.0,26.0,car,1,No
45688.0,46.0,male,rent,moderate,moderate,3149.0,58.0,repairs,0,Yes
45689.0,28.0,male,own,moderate,little,4093.0,59.0,furniture/equipment,1,No
45690.0,54.0,male,free,moderate,rich,8736.0,14.0,repairs,0,Yes
45691.0,67.0,male,own,quite rich,moderate,9471.0,53.0,repairs,0,Yes
45692.0,24.0,male,free,rich,little,13943.0,41.0,furniture/equipment,1,No
45693.0,52.0,male,free,rich,moderate,16018.0,49.0,repairs,0,Yes
45694.0,47.0,female,free,quite rich,rich,2325.0,20.0,repairs,0,Yes
45695.0,33.0,female,free,moderate,little,2603.0,32.0,business,1,No
45696.0,32.0,female,free,rich,rich,8769.0,46.0,radio/TV,0,Yes
45697.0,57.0,male,rent,rich,little,9185.0,6.0,car,1,No
45698.0,37.0,male,rent,moderate,moderate,17609.0,10.0,radio/TV,1,No
45699.0,45.0,male,own,moderate,little,14589.0,26.0,domestic appliances,0,Yes
45700.0,54.0,female,free,quite rich,moderate,10983.0,56.0,radio/TV,1,No
45701.0,20.0,female,own,quite rich,rich,3273.0,19.0,repairs,0,Yes
45702.0,46.0,female,free,moderate,moderate,5559.0,30.0,repairs,0,Yes
45703.0,54.0,female,free,little,rich,12906.0,37.0,business,1,No
45704.0,26.0,female,free,rich,little,18478.0,25.0,furniture/equipment,0,Yes
45705.0,44.0,female,rent,rich,moderate,8211.0,20.0,car,0,Yes
45706.0,49.0,male,rent,rich,rich,12418.0,12.0,repairs,0,Yes
45707.0,65.0,male,free,rich,little,17438.0,59.0,furniture/equipment,1,No
45708.0,63.0,female,own,quite rich,moderate,664.0,46.0,repairs,0,Yes
45709.0,67.0,female,free,little,little,9326.0,41.0,repairs,1,No
45710.0,56.0,male,own,moderate,little,13587.0,22.0,radio/TV,0,Yes
45711.0,48.0,female,rent,quite rich,rich,17799.0,35.0,radio/TV,0,Yes
45712.0,64.0,male,rent,quite rich,moderate,12032.0,10.0,business,0,Yes
45713.0,43.0,female,free,quite rich,moderate,17546.0,43.0,education,1,No
45714.0,57.0,female,own,moderate,little,15685.0,19.0,repairs,1,No
45715.0,20.0,female,free,moderate,moderate,1699.0,9.0,education,0,Yes
45716.0,28.0,female,own,moderate,rich,10780.0,21.0,furniture/equipment,0,Yes
45717.0,69.0,male,rent,little,moderate,1992.0,6.0,furniture/equipment,0,Yes
45718.0,46.0,male,rent,moderate,rich,10915.0,39.0,business,0,Yes
45719.0,44.0,female,free,rich,rich,4482.0,39.0,business,0,Yes
45720.0,67.0,male,free,moderate,moderate,13894.0,27.0,car,1,No
45721.0,64.0,female,rent,quite rich,rich,15283.0,42.0,domestic appliances,0,Yes
45722.0,27.0,male,free,moderate,rich,6519.0,58.0,radio/TV,0,Yes
45723.0,74.0,male,free,moderate,rich,2915.0,14.0,repairs,0,Yes
45724.0,52.0,female,free,moderate,moderate,19965.0,45.0,radio/TV,0,Yes
45725.0,64.0,male,free,moderate,little,1906.0,8.0,furniture/equipment,1,No
45726.0,74.0,female,rent,little,moderate,14600.0,29.0,car,1,No
45727.0,40.0,male,rent,moderate,moderate,16265.0,29.0,repairs,0,Yes
45728.0,23.0,female,own,moderate,moderate,3612.0,52.0,radio/TV,1,No
45729.0,28.0,male,free,quite rich,rich,4954.0,36.0,radio/TV,1,No
45730.0,60.0,female,free,quite rich,moderate,16302.0,26.0,domestic appliances,0,Yes
45731.0,68.0,male,rent,moderate,little,15156.0,12.0,repairs,0,Yes
45732.0,44.0,female,rent,rich,moderate,15289.0,10.0,furniture/equipment,0,Yes
45733.0,72.0,female,free,moderate,rich,10939.0,51.0,business,1,No
45734.0,48.0,male,own,rich,moderate,15107.0,13.0,domestic appliances,0,Yes
45735.0,47.0,male,rent,quite rich,little,7763.0,48.0,repairs,1,No
45736.0,20.0,male,own,moderate,rich,16794.0,48.0,furniture/equipment,1,No
45737.0,30.0,female,free,quite rich,moderate,5647.0,20.0,car,0,Yes
45738.0,71.0,female,own,moderate,little,17245.0,53.0,repairs,1,No
45739.0,57.0,male,rent,moderate,moderate,18887.0,17.0,domestic appliances,0,Yes
45740.0,38.0,male,free,little,rich,8215.0,36.0,business,0,Yes
45741.0,60.0,male,free,rich,little,7673.0,25.0,education,0,Yes
45742.0,28.0,female,free,rich,little,4528.0,8.0,repairs,0,Yes
45743.0,62.0,male,own,rich,rich,10707.0,20.0,domestic appliances,0,Yes
45744.0,20.0,female,own,moderate,little,19319.0,26.0,education,1,No
45745.0,55.0,female,free,quite rich,rich,11394.0,37.0,education,0,Yes
45746.0,48.0,female,rent,little,rich,1664.0,22.0,domestic appliances,0,Yes
45747.0,41.0,female,free,moderate,little,6354.0,14.0,furniture/equipment,1,No
45748.0,59.0,female,own,quite rich,moderate,17922.0,58.0,domestic appliances,0,Yes
45749.0,68.0,female,free,moderate,moderate,12158.0,34.0,radio/TV,0,Yes
45750.0,29.0,female,rent,rich,rich,5131.0,48.0,domestic appliances,0,Yes
45751.0,63.0,female,own,quite rich,little,15961.0,31.0,radio/TV,1,No
45752.0,60.0,female,own,moderate,moderate,18234.0,56.0,radio/TV,1,No
45753.0,44.0,male,free,rich,little,1743.0,43.0,radio/TV,1,No
45754.0,38.0,male,free,moderate,moderate,8742.0,47.0,repairs,1,No
45755.0,42.0,female,own,moderate,rich,11214.0,59.0,education,0,Yes
45756.0,47.0,male,rent,moderate,rich,18358.0,40.0,radio/TV,0,Yes
45757.0,47.0,male,free,little,little,3417.0,20.0,car,1,No
45758.0,27.0,male,free,moderate,little,11674.0,37.0,furniture/equipment,1,No
45759.0,20.0,female,own,quite rich,moderate,12946.0,34.0,domestic appliances,0,Yes
45760.0,30.0,female,rent,moderate,moderate,3278.0,45.0,business,0,Yes
45761.0,44.0,male,own,rich,little,9008.0,48.0,repairs,0,Yes
45762.0,35.0,female,rent,rich,moderate,290.0,51.0,car,0,Yes
45763.0,62.0,female,own,rich,moderate,1289.0,51.0,car,1,No
45764.0,41.0,female,own,moderate,moderate,18815.0,24.0,education,0,Yes
45765.0,63.0,female,rent,quite rich,rich,681.0,25.0,business,0,Yes
45766.0,31.0,male,own,little,moderate,11558.0,36.0,education,0,Yes
45767.0,56.0,male,free,moderate,rich,17969.0,6.0,education,0,Yes
45768.0,61.0,male,free,quite rich,rich,14944.0,21.0,education,0,Yes
45769.0,74.0,male,free,quite rich,little,225.0,25.0,furniture/equipment,0,Yes
45770.0,21.0,female,free,little,moderate,10648.0,49.0,domestic appliances,1,No
45771.0,33.0,female,rent,moderate,moderate,1732.0,15.0,radio/TV,0,Yes
45772.0,68.0,female,own,quite rich,moderate,13600.0,28.0,domestic appliances,0,Yes
45773.0,27.0,female,rent,moderate,moderate,4786.0,35.0,car,1,No
45774.0,65.0,female,free,quite rich,moderate,683.0,51.0,car,0,Yes
45775.0,54.0,female,own,moderate,rich,15709.0,47.0,radio/TV,0,Yes
45776.0,44.0,female,own,moderate,moderate,19439.0,21.0,domestic appliances,0,Yes
45777.0,65.0,female,rent,rich,moderate,3212.0,47.0,furniture/equipment,0,Yes
45778.0,18.0,female,rent,little,moderate,13865.0,58.0,education,1,No
45779.0,22.0,female,rent,quite rich,rich,19393.0,19.0,domestic appliances,0,Yes
45780.0,30.0,male,free,moderate,little,10996.0,30.0,car,1,No
45781.0,62.0,male,own,quite rich,rich,10440.0,53.0,repairs,0,Yes
45782.0,20.0,female,rent,quite rich,little,5511.0,23.0,radio/TV,0,Yes
45783.0,34.0,female,rent,moderate,little,12713.0,42.0,radio/TV,1,No
45784.0,36.0,female,rent,moderate,moderate,4597.0,6.0,repairs,1,No
45785.0,54.0,male,free,moderate,rich,10915.0,10.0,repairs,0,Yes
45786.0,22.0,female,free,moderate,little,18170.0,25.0,domestic appliances,1,No
45787.0,64.0,male,own,moderate,moderate,4504.0,17.0,business,0,Yes
45788.0,59.0,female,free,little,moderate,14718.0,36.0,education,1,No
45789.0,61.0,male,free,moderate,moderate,2639.0,21.0,education,0,Yes
45790.0,41.0,female,rent,moderate,moderate,5368.0,50.0,education,0,Yes
45791.0,60.0,male,own,rich,rich,13693.0,10.0,furniture/equipment,0,Yes
45792.0,50.0,female,own,moderate,little,8101.0,43.0,domestic appliances,1,No
45793.0,72.0,male,rent,quite rich,little,10352.0,45.0,furniture/equipment,0,Yes
45794.0,38.0,female,own,quite rich,moderate,12737.0,42.0,radio/TV,0,Yes
45795.0,20.0,female,rent,little,little,7386.0,34.0,furniture/equipment,1,No
45796.0,21.0,female,own,rich,rich,16676.0,18.0,repairs,0,Yes
45797.0,68.0,male,rent,rich,little,13673.0,59.0,furniture/equipment,0,Yes
45798.0,49.0,male,rent,quite rich,rich,19305.0,51.0,radio/TV,0,Yes
45799.0,41.0,male,own,quite rich,rich,11739.0,24.0,repairs,0,Yes
45800.0,69.0,male,free,rich,moderate,4666.0,51.0,repairs,0,Yes
45801.0,52.0,female,rent,quite rich,moderate,5811.0,23.0,business,1,No
45802.0,35.0,female,free,moderate,rich,17518.0,24.0,domestic appliances,1,No
45803.0,20.0,female,rent,quite rich,rich,9507.0,53.0,radio/TV,0,Yes
45804.0,56.0,male,free,little,moderate,14159.0,35.0,education,0,Yes
45805.0,71.0,female,free,quite rich,little,4817.0,8.0,car,0,Yes
45806.0,43.0,male,own,moderate,little,10338.0,59.0,domestic appliances,0,Yes
45807.0,70.0,male,rent,little,moderate,15069.0,11.0,business,1,No
45808.0,41.0,male,own,moderate,moderate,3987.0,56.0,furniture/equipment,0,Yes
45809.0,18.0,female,rent,moderate,little,9244.0,31.0,repairs,1,No
45810.0,68.0,male,rent,little,moderate,11501.0,35.0,repairs,0,Yes
45811.0,67.0,male,free,quite rich,moderate,3847.0,21.0,business,0,Yes
45812.0,51.0,male,rent,quite rich,little,7913.0,6.0,repairs,0,Yes
45813.0,29.0,male,own,rich,little,4589.0,31.0,furniture/equipment,0,Yes
45814.0,34.0,male,free,moderate,rich,16542.0,42.0,business,0,Yes
45815.0,38.0,female,free,little,little,8750.0,20.0,education,0,Yes
45816.0,38.0,male,free,little,moderate,1248.0,22.0,radio/TV,1,No
45817.0,20.0,male,rent,rich,rich,14078.0,40.0,repairs,0,Yes
45818.0,61.0,male,free,moderate,moderate,5201.0,11.0,radio/TV,0,Yes
45819.0,45.0,male,rent,rich,moderate,14910.0,28.0,radio/TV,0,Yes
45820.0,42.0,female,rent,moderate,moderate,17414.0,29.0,radio/TV,0,Yes
45821.0,61.0,male,own,moderate,moderate,9085.0,22.0,domestic appliances,0,Yes
45822.0,23.0,female,rent,little,moderate,12453.0,29.0,radio/TV,1,No
45823.0,59.0,male,free,moderate,moderate,469.0,56.0,business,1,No
45824.0,47.0,male,own,little,rich,15596.0,18.0,radio/TV,0,Yes
45825.0,49.0,male,own,quite rich,little,7005.0,29.0,car,0,Yes
45826.0,39.0,female,rent,moderate,little,1537.0,58.0,education,1,No
45827.0,55.0,female,rent,moderate,moderate,955.0,49.0,radio/TV,0,Yes
45828.0,31.0,male,rent,rich,little,8226.0,37.0,domestic appliances,1,No
45829.0,51.0,female,rent,moderate,moderate,384.0,19.0,education,1,No
45830.0,60.0,female,rent,quite rich,moderate,3912.0,20.0,repairs,0,Yes
45831.0,64.0,female,own,rich,moderate,5715.0,54.0,furniture/equipment,1,No
45832.0,43.0,male,rent,little,moderate,5210.0,32.0,radio/TV,0,Yes
45833.0,57.0,female,rent,quite rich,moderate,7084.0,34.0,business,0,Yes
45834.0,71.0,female,own,little,moderate,11619.0,26.0,business,0,Yes
45835.0,30.0,female,free,little,moderate,2640.0,47.0,domestic appliances,0,Yes
45836.0,47.0,female,free,moderate,rich,5366.0,49.0,business,1,No
45837.0,36.0,female,free,rich,little,3166.0,53.0,radio/TV,0,Yes
45838.0,59.0,female,rent,moderate,little,7790.0,55.0,domestic appliances,0,Yes
45839.0,58.0,male,own,quite rich,little,11533.0,14.0,repairs,0,Yes
45840.0,67.0,male,free,quite rich,moderate,12518.0,54.0,education,1,No
45841.0,56.0,female,free,rich,rich,2501.0,53.0,repairs,0,Yes
45842.0,20.0,female,free,quite rich,moderate,8187.0,24.0,radio/TV,0,Yes
45843.0,48.0,male,rent,rich,rich,2709.0,38.0,car,0,Yes
45844.0,29.0,female,free,little,moderate,9603.0,19.0,education,1,No
45845.0,32.0,male,free,moderate,moderate,1363.0,50.0,education,0,Yes
45846.0,71.0,female,rent,quite rich,moderate,13650.0,10.0,education,1,No
45847.0,70.0,male,own,rich,moderate,6632.0,50.0,education,0,Yes
45848.0,62.0,male,rent,little,moderate,13243.0,42.0,furniture/equipment,0,Yes
45849.0,55.0,female,rent,rich,moderate,8245.0,21.0,radio/TV,0,Yes
45850.0,57.0,female,free,moderate,little,17795.0,43.0,domestic appliances,0,Yes
45851.0,31.0,female,own,quite rich,rich,1096.0,43.0,education,0,Yes
45852.0,52.0,male,rent,moderate,moderate,12938.0,59.0,radio/TV,0,Yes
45853.0,33.0,male,own,little,rich,14546.0,59.0,car,1,No
45854.0,67.0,male,rent,moderate,little,6869.0,28.0,repairs,0,Yes
45855.0,41.0,male,free,little,rich,16270.0,12.0,radio/TV,0,Yes
45856.0,34.0,male,free,rich,moderate,9528.0,26.0,business,1,No
45857.0,35.0,female,rent,quite rich,rich,12508.0,50.0,radio/TV,0,Yes
45858.0,59.0,male,own,quite rich,little,16445.0,56.0,furniture/equipment,1,No
45859.0,34.0,male,rent,rich,moderate,12744.0,59.0,education,0,Yes
45860.0,33.0,female,own,moderate,moderate,12033.0,34.0,furniture/equipment,0,Yes
45861.0,38.0,female,free,moderate,moderate,19604.0,29.0,radio/TV,0,Yes
45862.0,41.0,male,own,moderate,little,17787.0,39.0,car,0,Yes
45863.0,51.0,male,free,rich,moderate,6486.0,42.0,domestic appliances,0,Yes
45864.0,69.0,female,free,moderate,rich,7808.0,25.0,business,0,Yes
45865.0,53.0,female,rent,moderate,moderate,2419.0,27.0,education,0,Yes
45866.0,60.0,male,free,quite rich,moderate,3567.0,19.0,domestic appliances,0,Yes
45867.0,44.0,male,own,moderate,moderate,16996.0,47.0,education,1,No
45868.0,56.0,female,free,little,moderate,11541.0,12.0,business,1,No
45869.0,34.0,female,rent,quite rich,little,11547.0,51.0,business,1,No
45870.0,42.0,female,free,moderate,little,11525.0,14.0,education,0,Yes
45871.0,68.0,male,own,moderate,little,14016.0,53.0,radio/TV,0,Yes
45872.0,55.0,male,own,little,moderate,15908.0,27.0,education,1,No
45873.0,59.0,male,own,moderate,moderate,4668.0,33.0,domestic appliances,0,Yes
45874.0,38.0,female,own,little,rich,9178.0,31.0,radio/TV,1,No
45875.0,21.0,male,free,moderate,rich,11166.0,19.0,domestic appliances,0,Yes
45876.0,42.0,male,rent,moderate,moderate,19659.0,33.0,furniture/equipment,0,Yes
45877.0,47.0,female,own,quite rich,little,15576.0,42.0,education,1,No
45878.0,74.0,male,rent,quite rich,rich,10046.0,56.0,car,1,No
45879.0,50.0,male,rent,quite rich,rich,15250.0,51.0,business,1,No
45880.0,56.0,female,rent,little,rich,2513.0,44.0,business,1,No
45881.0,43.0,female,free,moderate,moderate,2340.0,30.0,furniture/equipment,1,No
45882.0,42.0,female,free,moderate,moderate,19454.0,38.0,radio/TV,0,Yes
45883.0,70.0,male,own,moderate,moderate,10065.0,59.0,business,0,Yes
45884.0,33.0,male,own,little,rich,16961.0,36.0,business,1,No
45885.0,66.0,male,rent,moderate,rich,1298.0,16.0,car,0,Yes
45886.0,41.0,male,rent,little,moderate,17995.0,10.0,education,0,Yes
45887.0,22.0,female,free,quite rich,little,5245.0,28.0,repairs,1,No
